epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,1071.21,1.55805,1.80683,1.97397,0.50518,0.4338,0.38744,0.18053,1.98214,2.18057,2.5063,0.000783231,0.000783231,0.000783231
64,1088,1.61212,1.84124,1.99808,0.46387,0.4532,0.38475,0.19397,1.94026,2.12287,2.45909,0.000776766,0.000776766,0.000776766
65,1104.78,1.58329,1.84893,1.99326,0.45955,0.44631,0.37016,0.19548,1.90865,2.14961,2.40581,0.000770234,0.000770234,0.000770234
66,1121.32,1.59284,1.85488,1.99025,0.44599,0.38711,0.32964,0.17593,1.94288,2.27318,2.45262,0.000763637,0.000763637,0.000763637
67,1137.98,1.57085,1.83687,1.9962,0.50905,0.44513,0.39247,0.20041,1.89453,2.1054,2.42041,0.000756976,0.000756976,0.000756976
68,1154.63,1.60785,1.80985,2.01517,0.4744,0.44393,0.38862,0.19321,1.90673,2.16613,2.42359,0.000750252,0.000750252,0.000750252
69,1171.16,1.57836,1.82495,1.98542,0.47843,0.46677,0.41731,0.19952,1.92754,2.1107,2.4728,0.000743468,0.000743468,0.000743468
70,1187.9,1.5488,1.81334,1.96325,0.47937,0.44505,0.38333,0.18796,1.93675,2.11762,2.44868,0.000736625,0.000736625,0.000736625
71,1204.52,1.60487,1.82292,1.99365,0.52391,0.4416,0.40977,0.19984,1.90047,2.11445,2.40693,0.000729725,0.000729725,0.000729725
72,1221.11,1.54415,1.82487,1.95267,0.49895,0.42213,0.38861,0.19708,1.95011,2.17043,2.46797,0.00072277,0.00072277,0.00072277
73,1237.89,1.56875,1.78533,1.95163,0.52553,0.4344,0.40175,0.20557,1.85992,2.09465,2.39705,0.000715761,0.000715761,0.000715761
74,1254.88,1.57693,1.84792,1.9762,0.49679,0.43933,0.39138,0.19515,1.95788,2.18105,2.47522,0.0007087,0.0007087,0.0007087
75,1271.4,1.577,1.80085,1.97036,0.51674,0.43736,0.4045,0.19567,1.92805,2.15871,2.43889,0.000701588,0.000701588,0.000701588
76,1287.91,1.55838,1.78785,1.9503,0.44732,0.44366,0.37644,0.19771,1.90742,2.15942,2.42176,0.000694428,0.000694428,0.000694428
77,1304.54,1.55147,1.79603,1.93863,0.49875,0.43345,0.38603,0.20335,1.84942,2.10117,2.3658,0.000687222,0.000687222,0.000687222
78,1321.17,1.55525,1.79322,1.96223,0.49309,0.42778,0.39695,0.20413,1.88528,2.10389,2.43454,0.00067997,0.00067997,0.00067997
79,1337.77,1.58548,1.80434,1.98196,0.45638,0.44579,0.40912,0.19737,1.93176,2.14218,2.46729,0.000672675,0.000672675,0.000672675
80,1354.41,1.56747,1.81772,1.96396,0.47005,0.43961,0.38511,0.18596,1.93513,2.16011,2.44888,0.000665339,0.000665339,0.000665339
81,1371.15,1.5684,1.84363,1.95862,0.53767,0.41874,0.38882,0.19467,1.86482,2.16055,2.40784,0.000657963,0.000657963,0.000657963
82,1387.82,1.56033,1.80831,1.9493,0.4722,0.45684,0.39935,0.20055,1.90203,2.15047,2.41818,0.00065055,0.00065055,0.00065055
83,1404.54,1.57092,1.84095,1.96824,0.49305,0.42574,0.38836,0.19583,1.91025,2.14628,2.45597,0.000643101,0.000643101,0.000643101
84,1421.47,1.5571,1.83048,1.95897,0.46645,0.44575,0.37785,0.19115,1.89634,2.11068,2.39829,0.000635617,0.000635617,0.000635617
85,1438.22,1.55253,1.80247,1.95086,0.48789,0.4741,0.41558,0.21196,1.861,2.09772,2.37062,0.000628101,0.000628101,0.000628101
86,1454.93,1.54763,1.81085,1.9456,0.45162,0.46258,0.40056,0.20617,1.853,2.09647,2.36367,0.000620555,0.000620555,0.000620555
87,1471.79,1.55384,1.82878,1.94759,0.48447,0.47032,0.41999,0.20682,1.89498,2.08475,2.41566,0.000612981,0.000612981,0.000612981
88,1488.33,1.53322,1.73788,1.93745,0.51793,0.44412,0.38951,0.18855,1.9143,2.16976,2.43795,0.00060538,0.00060538,0.00060538
89,1505.04,1.54398,1.78622,1.93974,0.42807,0.45679,0.38325,0.19679,1.86146,2.12837,2.38222,0.000597754,0.000597754,0.000597754
90,1521.63,1.54648,1.79823,1.94936,0.47788,0.46876,0.4192,0.20981,1.88406,2.09615,2.40451,0.000590105,0.000590105,0.000590105
91,1538.19,1.53816,1.76042,1.91808,0.52234,0.43615,0.42471,0.21228,1.87694,2.06199,2.39462,0.000582435,0.000582435,0.000582435
92,1554.92,1.52785,1.76098,1.93254,0.52048,0.43564,0.41256,0.2172,1.84758,2.05535,2.37842,0.000574746,0.000574746,0.000574746
93,1571.53,1.50136,1.74833,1.92304,0.51011,0.45417,0.40813,0.21089,1.87536,2.10903,2.40768,0.00056704,0.00056704,0.00056704
94,1588.14,1.51189,1.71902,1.91532,0.47502,0.46762,0.39648,0.2025,1.84293,2.11445,2.3547,0.000559318,0.000559318,0.000559318
95,1604.8,1.52563,1.74167,1.91842,0.47189,0.45523,0.39216,0.20018,1.86462,2.10831,2.37233,0.000551584,0.000551584,0.000551584
96,1621.32,1.5385,1.77021,1.94035,0.4555,0.45411,0.38768,0.20045,1.84728,2.13332,2.3684,0.000543837,0.000543837,0.000543837
97,1638.04,1.53583,1.73667,1.91297,0.43811,0.45127,0.39226,0.20686,1.84001,2.08814,2.35453,0.000536081,0.000536081,0.000536081
98,1654.61,1.5276,1.74725,1.92586,0.50873,0.45396,0.40362,0.20609,1.86062,2.0777,2.37428,0.000528318,0.000528318,0.000528318
99,1671.12,1.5158,1.68867,1.90056,0.48964,0.45898,0.41066,0.20743,1.87282,2.08676,2.38643,0.000520548,0.000520548,0.000520548
100,1688,1.53003,1.78291,1.91032,0.48951,0.45245,0.40441,0.20897,1.86837,2.07975,2.36227,0.000512775,0.000512775,0.000512775
101,1704.6,1.53423,1.75418,1.94414,0.51731,0.43523,0.40528,0.20753,1.86751,2.10085,2.39754,0.000505,0.000505,0.000505
102,1721.21,1.50542,1.74839,1.91119,0.48989,0.47439,0.4065,0.20861,1.8735,2.08463,2.38807,0.000497225,0.000497225,0.000497225
103,1737.79,1.5203,1.73067,1.92342,0.49329,0.47484,0.41815,0.20976,1.88361,2.06194,2.3758,0.000489452,0.000489452,0.000489452
104,1754.48,1.52382,1.73251,1.91264,0.47422,0.46855,0.40681,0.20875,1.87748,2.07361,2.40359,0.000481682,0.000481682,0.000481682
105,1770.99,1.51778,1.69356,1.91431,0.43131,0.45839,0.40286,0.20099,1.85209,2.09353,2.35832,0.000473919,0.000473919,0.000473919
106,1787.65,1.51596,1.70964,1.9183,0.46369,0.45927,0.39918,0.19751,1.89918,2.1283,2.41526,0.000466163,0.000466163,0.000466163
107,1804.27,1.5306,1.76225,1.93367,0.52425,0.45682,0.42067,0.20725,1.93081,2.08898,2.45692,0.000458416,0.000458416,0.000458416
108,1820.87,1.53299,1.81501,1.93166,0.46953,0.45465,0.39836,0.20154,1.88036,2.09128,2.40285,0.000450682,0.000450682,0.000450682
109,1837.79,1.48134,1.68968,1.88497,0.49374,0.44327,0.41035,0.21258,1.85026,2.06653,2.38247,0.00044296,0.00044296,0.00044296
110,1854.55,1.51132,1.76968,1.92902,0.52007,0.44981,0.4294,0.2174,1.84237,2.08516,2.37374,0.000435254,0.000435254,0.000435254
111,1871.38,1.49832,1.69443,1.90402,0.47917,0.45075,0.41143,0.2022,1.88856,2.08722,2.40455,0.000427565,0.000427565,0.000427565
112,1888.09,1.48437,1.70021,1.89493,0.49487,0.44578,0.41377,0.2068,1.87375,2.12195,2.37651,0.000419895,0.000419895,0.000419895
113,1904.88,1.49763,1.72458,1.91294,0.48026,0.47834,0.42089,0.20966,1.86758,2.09378,2.39272,0.000412246,0.000412246,0.000412246
114,1921.51,1.53409,1.76299,1.90525,0.48816,0.44659,0.39864,0.20371,1.88991,2.12015,2.40143,0.00040462,0.00040462,0.00040462
115,1938.52,1.47558,1.67479,1.88258,0.50755,0.444,0.41065,0.2061,1.89312,2.11143,2.404,0.000397019,0.000397019,0.000397019
116,1955.13,1.47697,1.66753,1.88462,0.51169,0.44042,0.41374,0.20754,1.88606,2.11855,2.39322,0.000389445,0.000389445,0.000389445
117,1971.65,1.50836,1.73629,1.90711,0.42509,0.46468,0.39149,0.19822,1.86721,2.08375,2.36947,0.000381899,0.000381899,0.000381899
118,1988.44,1.50954,1.70344,1.89579,0.46431,0.4557,0.39736,0.20066,1.89101,2.1202,2.39753,0.000374383,0.000374383,0.000374383
119,2005.1,1.4841,1.66919,1.88806,0.48089,0.48864,0.41551,0.19884,1.89482,2.09949,2.40081,0.000366899,0.000366899,0.000366899
120,2021.68,1.4839,1.69754,1.89279,0.45578,0.4695,0.41094,0.21245,1.84329,2.07577,2.36065,0.00035945,0.00035945,0.00035945
121,2038.26,1.47101,1.69765,1.87246,0.46941,0.45886,0.40837,0.20437,1.87392,2.10917,2.38962,0.000352037,0.000352037,0.000352037
122,2054.9,1.52073,1.69714,1.89948,0.45798,0.478,0.41563,0.20559,1.88608,2.07115,2.39736,0.000344661,0.000344661,0.000344661
123,2071.42,1.44734,1.6435,1.86653,0.45008,0.46146,0.40234,0.20667,1.86609,2.11044,2.37424,0.000337325,0.000337325,0.000337325
124,2087.94,1.48522,1.67878,1.88092,0.48218,0.46509,0.3996,0.2003,1.87518,2.0715,2.40207,0.00033003,0.00033003,0.00033003
125,2104.49,1.4473,1.66155,1.8724,0.44532,0.46529,0.39289,0.20282,1.87493,2.10759,2.42476,0.000322778,0.000322778,0.000322778
126,2121.06,1.48765,1.69474,1.88355,0.47144,0.46663,0.41113,0.20493,1.84505,2.05492,2.38692,0.000315572,0.000315572,0.000315572
127,2137.6,1.47398,1.66263,1.87864,0.47576,0.47171,0.41292,0.20485,1.84718,2.08063,2.36898,0.000308412,0.000308412,0.000308412
128,2154.35,1.4944,1.68958,1.88435,0.4825,0.48458,0.40956,0.20572,1.85863,2.08298,2.38034,0.0003013,0.0003013,0.0003013
129,2170.88,1.47844,1.65361,1.87398,0.45911,0.47302,0.41102,0.20193,1.88979,2.0777,2.4065,0.000294239,0.000294239,0.000294239
130,2187.6,1.45893,1.65314,1.86943,0.46504,0.46283,0.40455,0.20257,1.86907,2.10357,2.40931,0.00028723,0.00028723,0.00028723
131,2204.36,1.45526,1.62888,1.86815,0.47451,0.47241,0.40934,0.20834,1.87145,2.06587,2.39999,0.000280275,0.000280275,0.000280275
132,2220.85,1.47643,1.645,1.87946,0.4849,0.45814,0.42031,0.20629,1.88963,2.06183,2.40157,0.000273375,0.000273375,0.000273375
133,2237.49,1.48243,1.67771,1.89067,0.47589,0.45661,0.41136,0.20916,1.85195,2.04852,2.38623,0.000266532,0.000266532,0.000266532
134,2253.98,1.47989,1.67413,1.87589,0.48294,0.45111,0.40656,0.20194,1.89837,2.06735,2.41211,0.000259748,0.000259748,0.000259748
135,2270.92,1.46778,1.63041,1.86886,0.46635,0.44683,0.40049,0.20492,1.86157,2.07379,2.38619,0.000253024,0.000253024,0.000253024
136,2287.45,1.45212,1.63474,1.86624,0.49746,0.46408,0.41023,0.20381,1.90113,2.06843,2.42157,0.000246363,0.000246363,0.000246363
137,2304.06,1.45878,1.63776,1.8642,0.50978,0.44556,0.39846,0.20326,1.87509,2.08232,2.40735,0.000239766,0.000239766,0.000239766
138,2320.77,1.45001,1.61509,1.86462,0.45664,0.45478,0.41495,0.21014,1.89152,2.0923,2.42138,0.000233234,0.000233234,0.000233234
139,2337.42,1.47918,1.6241,1.88082,0.50905,0.46871,0.42522,0.21543,1.88455,2.05464,2.41235,0.000226769,0.000226769,0.000226769
140,2353.84,1.42943,1.61616,1.84004,0.49599,0.4605,0.42103,0.21313,1.86572,2.06319,2.39976,0.000220372,0.000220372,0.000220372
