epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,1917.52,1.4958,1.686,1.91751,0.4781,0.4571,0.40097,0.20217,1.90017,2.06531,2.43665,0.000366899,0.000366899,0.000366899
120,1933.27,1.49006,1.70018,1.92156,0.49828,0.4495,0.40392,0.20028,1.9072,2.06762,2.42959,0.00035945,0.00035945,0.00035945
121,1949.06,1.48603,1.67393,1.91083,0.52009,0.44203,0.39703,0.19615,1.90348,2.05668,2.42685,0.000352037,0.000352037,0.000352037
122,1964.86,1.52247,1.70158,1.92584,0.45498,0.46339,0.38918,0.19662,1.91333,2.06189,2.43416,0.000344661,0.000344661,0.000344661
123,1980.84,1.4675,1.65116,1.91346,0.51338,0.46079,0.38535,0.19228,1.90007,2.09381,2.42558,0.000337325,0.000337325,0.000337325
124,1996.45,1.4976,1.68757,1.917,0.45324,0.45007,0.38657,0.19596,1.90634,2.10007,2.43769,0.00033003,0.00033003,0.00033003
125,2012.31,1.45611,1.64674,1.90042,0.44264,0.46271,0.38164,0.192,1.92787,2.09639,2.46127,0.000322778,0.000322778,0.000322778
126,2028.12,1.49083,1.68115,1.9147,0.47096,0.47911,0.39443,0.19546,1.88809,2.07061,2.4276,0.000315572,0.000315572,0.000315572
127,2043.97,1.4931,1.65968,1.91636,0.50998,0.43997,0.39027,0.19498,1.92152,2.06696,2.44683,0.000308412,0.000308412,0.000308412
128,2059.79,1.48236,1.7068,1.90855,0.47567,0.45013,0.39705,0.20167,1.89262,2.06823,2.40524,0.0003013,0.0003013,0.0003013
129,2075.6,1.48558,1.65406,1.90519,0.46661,0.45834,0.39761,0.20428,1.88004,2.10461,2.42471,0.000294239,0.000294239,0.000294239
130,2091.47,1.44809,1.65145,1.89102,0.50536,0.45746,0.40062,0.20609,1.87419,2.05735,2.41386,0.00028723,0.00028723,0.00028723
131,2107.32,1.45605,1.62769,1.88342,0.48169,0.4583,0.41189,0.21093,1.88475,2.0807,2.41874,0.000280275,0.000280275,0.000280275
132,2123.22,1.46859,1.64372,1.89839,0.50523,0.46052,0.40903,0.1995,1.9297,2.03473,2.44496,0.000273375,0.000273375,0.000273375
133,2139.06,1.47539,1.65967,1.9126,0.4925,0.45729,0.40392,0.19801,1.90294,2.07016,2.43714,0.000266532,0.000266532,0.000266532
134,2154.95,1.47485,1.67474,1.90213,0.49201,0.45179,0.39898,0.2014,1.90495,2.08409,2.43663,0.000259748,0.000259748,0.000259748
135,2170.81,1.46097,1.65234,1.88604,0.46602,0.46672,0.39239,0.20134,1.8987,2.07372,2.42492,0.000253024,0.000253024,0.000253024
136,2186.72,1.46971,1.62634,1.89388,0.48214,0.47128,0.40266,0.20042,1.91566,2.09002,2.44989,0.000246363,0.000246363,0.000246363
137,2202.67,1.45075,1.63203,1.8827,0.45709,0.45424,0.4026,0.20535,1.88047,2.05689,2.40466,0.000239766,0.000239766,0.000239766
