epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
102,1847.62,1.51157,1.73392,1.93301,0.50761,0.46197,0.41706,0.20752,1.86991,2.07972,2.38916,0.000497225,0.000497225,0.000497225
103,1865.52,1.50624,1.71507,1.91991,0.46645,0.4665,0.40485,0.20531,1.85364,2.07284,2.36445,0.000489452,0.000489452,0.000489452
104,1883.5,1.55088,1.71661,1.93669,0.50372,0.46898,0.40879,0.20744,1.87557,2.06908,2.3943,0.000481682,0.000481682,0.000481682
105,1901.35,1.51369,1.68164,1.92027,0.41665,0.4477,0.37972,0.19383,1.8949,2.11746,2.37833,0.000473919,0.000473919,0.000473919
106,1919.29,1.52067,1.69136,1.9171,0.47357,0.4458,0.38816,0.1965,1.91229,2.11792,2.39791,0.000466163,0.000466163,0.000466163
107,1937.19,1.53814,1.72723,1.93729,0.50512,0.46976,0.40796,0.20496,1.91136,2.04744,2.39901,0.000458416,0.000458416,0.000458416
108,1955.16,1.54011,1.76479,1.93814,0.43663,0.44337,0.383,0.19279,1.92798,2.12179,2.39881,0.000450682,0.000450682,0.000450682
109,1973.14,1.49492,1.66911,1.88967,0.50029,0.45617,0.40652,0.20611,1.90644,2.06127,2.38512,0.00044296,0.00044296,0.00044296
110,1991.13,1.51737,1.74682,1.9306,0.48473,0.45708,0.41371,0.20529,1.88477,2.08891,2.40242,0.000435254,0.000435254,0.000435254
111,2009.07,1.50473,1.66887,1.9103,0.46323,0.44542,0.41006,0.20091,1.92819,2.06191,2.414,0.000427565,0.000427565,0.000427565
112,2027.02,1.48209,1.6694,1.90798,0.45481,0.41945,0.38926,0.20272,1.87283,2.12245,2.35722,0.000419895,0.000419895,0.000419895
113,2045.01,1.50004,1.71087,1.91389,0.46712,0.4583,0.4171,0.20784,1.88588,2.08774,2.37502,0.000412246,0.000412246,0.000412246
114,2063.34,1.52642,1.72794,1.89656,0.45998,0.44493,0.40019,0.19916,1.9359,2.11904,2.39827,0.00040462,0.00040462,0.00040462
115,2081.55,1.48708,1.67488,1.88705,0.46928,0.4621,0.41695,0.20491,1.89063,2.07479,2.39279,0.000397019,0.000397019,0.000397019
