epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,1765.17,1.52856,1.70981,1.92434,0.46347,0.46667,0.4132,0.20769,1.88264,2.10233,2.37686,0.000536081,0.000536081,0.000536081
98,1783.21,1.54015,1.73929,1.94585,0.50252,0.43705,0.39476,0.19707,1.90533,2.10597,2.3983,0.000528318,0.000528318,0.000528318
99,1801.3,1.52778,1.6674,1.92222,0.49238,0.46178,0.38989,0.19602,1.89271,2.1111,2.38299,0.000520548,0.000520548,0.000520548
100,1819.35,1.53763,1.76231,1.91653,0.45247,0.45117,0.37938,0.19572,1.87266,2.10304,2.35809,0.000512775,0.000512775,0.000512775
101,1837.24,1.54816,1.74344,1.96038,0.52409,0.43776,0.4036,0.20821,1.88934,2.1372,2.39786,0.000505,0.000505,0.000505
102,1855.39,1.5185,1.73324,1.93142,0.50734,0.44414,0.39936,0.20098,1.86794,2.06598,2.38195,0.000497225,0.000497225,0.000497225
103,1873.44,1.51858,1.71441,1.92203,0.53031,0.45126,0.41302,0.20437,1.8738,2.06847,2.3682,0.000489452,0.000489452,0.000489452
104,1891.51,1.5436,1.72834,1.93213,0.522,0.44014,0.41213,0.20157,1.89753,2.08036,2.41081,0.000481682,0.000481682,0.000481682
105,1909.34,1.50314,1.67852,1.91447,0.46122,0.45918,0.393,0.19443,1.85284,2.09601,2.35953,0.000473919,0.000473919,0.000473919
106,1927.35,1.51669,1.69564,1.91761,0.48933,0.4489,0.40511,0.20073,1.87311,2.07071,2.36103,0.000466163,0.000466163,0.000466163
107,1945.31,1.52862,1.72477,1.92993,0.52134,0.45984,0.42414,0.21128,1.9149,2.03528,2.41461,0.000458416,0.000458416,0.000458416
108,1963.25,1.56533,1.7801,1.95436,0.4197,0.46632,0.37397,0.19243,1.89725,2.13408,2.38513,0.000450682,0.000450682,0.000450682
109,1981.17,1.49367,1.68205,1.88783,0.49365,0.46188,0.39381,0.1998,1.88203,2.06864,2.37365,0.00044296,0.00044296,0.00044296
110,1999.32,1.52695,1.76294,1.93568,0.50113,0.43085,0.40696,0.20568,1.85403,2.07337,2.37829,0.000435254,0.000435254,0.000435254
111,2017.39,1.50539,1.66983,1.91096,0.535,0.43336,0.40228,0.19644,1.90469,2.07605,2.39886,0.000427565,0.000427565,0.000427565
112,2035.45,1.48353,1.68601,1.91417,0.4936,0.44417,0.40283,0.20658,1.85287,2.0927,2.37412,0.000419895,0.000419895,0.000419895
113,2053.42,1.49172,1.69977,1.91861,0.53206,0.45011,0.42976,0.21123,1.87962,2.09272,2.42479,0.000412246,0.000412246,0.000412246
114,2071.45,1.54505,1.72472,1.91573,0.48094,0.41603,0.3885,0.19753,1.87087,2.11254,2.38444,0.00040462,0.00040462,0.00040462
115,2089.34,1.49272,1.67014,1.89538,0.49069,0.44047,0.40878,0.20333,1.87725,2.08754,2.38634,0.000397019,0.000397019,0.000397019
116,2107.29,1.48111,1.64389,1.89374,0.43634,0.47939,0.39837,0.20216,1.89654,2.11169,2.37865,0.000389445,0.000389445,0.000389445
117,2125.38,1.50053,1.71142,1.91062,0.45596,0.43104,0.38396,0.19688,1.8525,2.14106,2.36969,0.000381899,0.000381899,0.000381899
118,2143.54,1.51493,1.68872,1.90572,0.51406,0.41279,0.37776,0.18995,1.89383,2.14959,2.39728,0.000374383,0.000374383,0.000374383
119,2161.58,1.49052,1.66227,1.89563,0.46294,0.46883,0.40158,0.19997,1.8971,2.0581,2.39702,0.000366899,0.000366899,0.000366899
120,2179.69,1.48653,1.68243,1.89243,0.4511,0.46816,0.40605,0.20999,1.88901,2.11577,2.38935,0.00035945,0.00035945,0.00035945
121,2197.77,1.49088,1.66528,1.89736,0.44256,0.45224,0.40163,0.20171,1.9101,2.07905,2.40947,0.000352037,0.000352037,0.000352037
122,2215.83,1.53168,1.68759,1.90677,0.44932,0.46137,0.38853,0.19589,1.89115,2.10127,2.41683,0.000344661,0.000344661,0.000344661
123,2233.68,1.45926,1.63268,1.88788,0.44322,0.47498,0.39745,0.20023,1.87789,2.10714,2.39235,0.000337325,0.000337325,0.000337325
124,2251.7,1.49088,1.6743,1.89324,0.48879,0.4393,0.39905,0.20466,1.91075,2.09239,2.42118,0.00033003,0.00033003,0.00033003
125,2269.62,1.47386,1.6281,1.89507,0.45934,0.45954,0.38746,0.19482,1.89651,2.10754,2.40342,0.000322778,0.000322778,0.000322778
126,2287.64,1.4907,1.67789,1.89212,0.49036,0.42532,0.39045,0.20245,1.88346,2.12439,2.41099,0.000315572,0.000315572,0.000315572
127,2305.49,1.48711,1.65261,1.89312,0.4829,0.48462,0.40678,0.2025,1.88595,2.07602,2.38489,0.000308412,0.000308412,0.000308412
128,2323.37,1.48675,1.69455,1.88912,0.45941,0.46992,0.40352,0.2047,1.89481,2.07958,2.39859,0.0003013,0.0003013,0.0003013
129,2341.25,1.47871,1.63756,1.88494,0.47714,0.45307,0.40432,0.20428,1.88492,2.10851,2.40592,0.000294239,0.000294239,0.000294239
130,2359.17,1.46013,1.65105,1.88382,0.49449,0.44961,0.38835,0.19821,1.90482,2.10791,2.4245,0.00028723,0.00028723,0.00028723
131,2377,1.44494,1.62568,1.86173,0.51077,0.44675,0.41646,0.20855,1.91237,2.07998,2.4117,0.000280275,0.000280275,0.000280275
132,2394.96,1.4656,1.64144,1.87959,0.48905,0.46172,0.41557,0.20504,1.91745,2.08415,2.40283,0.000273375,0.000273375,0.000273375
133,2412.8,1.49567,1.65843,1.90044,0.49532,0.42098,0.39264,0.20342,1.90129,2.11055,2.42,0.000266532,0.000266532,0.000266532
134,2430.99,1.48158,1.66236,1.88136,0.48383,0.46855,0.40617,0.205,1.90125,2.06308,2.41088,0.000259748,0.000259748,0.000259748
135,2449.02,1.46901,1.6365,1.87587,0.48536,0.45459,0.40298,0.20602,1.86888,2.07256,2.37936,0.000253024,0.000253024,0.000253024
136,2466.96,1.47351,1.62726,1.88182,0.48978,0.43787,0.40877,0.20012,1.91112,2.08532,2.40996,0.000246363,0.000246363,0.000246363
137,2484.86,1.44753,1.60927,1.85979,0.50088,0.43646,0.39958,0.205,1.87758,2.08179,2.36293,0.000239766,0.000239766,0.000239766
